DeckID,CardID,Count
1,1,4
1,2,2
1,3,4
1,4,2
1,5,1
1,6,4
1,7,2
1,8,1
1,9,4
1,10,2
1,11,1
1,21,10
1,22,8
1,23,8
1,24,8
1,25,3
1,26,2
1,27,3
1,28,2
1,31,2
1,32,1
2,3,4
2,4,3
2,5,2
2,12,4
2,13,2
2,14,2
2,15,2
2,22,15
2,23,5
2,24,5
2,25,8
2,26,3
2,27,3
2,28,3
2,29,2
2,30,2
2,31,1
2,33,2
